date,portfolio_value
2017-05-05,121037.55820416262
2017-05-08,121581.23352001955
2017-05-09,123048.08441113283
2017-05-10,124487.39336346438
2017-05-11,124570.94243573
2017-05-12,123859.31870300295
2017-05-15,124651.06513244631
2017-05-16,125485.60318786623
2017-05-17,124420.04344970705
2017-05-18,121953.06322509768
2017-05-19,121150.68732482912
2017-05-22,120429.57531005862
2017-05-23,119156.89769775393
2017-05-24,117165.46402770998
2017-05-25,118809.98516113283
2017-05-26,120870.27298767092
2017-05-29,118346.97612792971
2017-05-30,118524.03799621583
2017-05-31,119843.19641296388
2017-06-01,119283.71573059083
2017-06-02,119456.53001586915
2017-06-05,124049.72967712404
2017-06-06,122427.10496704103
2017-06-07,123195.76326171876
2017-06-08,122462.77189819337
2017-06-09,122501.56196777345
2017-06-12,120773.9018725586
2017-06-13,121387.38574401857
2017-06-14,122145.42114440919
2017-06-15,121861.31574328616
2017-06-16,122414.21779711917
2017-06-19,123205.2660301514
2017-06-20,124275.84417041019
2017-06-21,124126.4662254639
2017-06-22,124096.96517260745
2017-06-23,122008.13228686526
2017-06-27,121069.15578540042
2017-06-28,120616.51877673343
2017-06-29,120759.8780601807
2017-06-30,122540.06845623782
2017-07-03,123859.39710003664
2017-07-04,125332.24274212649
2017-07-05,125802.69920529178
2017-07-06,125814.35298336795
2017-07-07,125506.43650948336
2017-07-10,126510.19756447604
2017-07-11,125729.44884621432
2017-07-12,126364.40103573611
2017-07-13,127085.61447567752
2017-07-14,126231.84897274783
2017-07-17,127290.2696346741
2017-07-18,126440.44379849246
2017-07-19,126927.41247601321
2017-07-20,127677.74290890506
2017-07-21,127856.75286526492
2017-07-24,127713.38213772586
2017-07-25,127881.95246075824
2017-07-26,129408.64660214618
2017-07-27,129493.82163953022
2017-07-28,132710.6976466103
2017-07-31,134308.7078204079
2017-08-01,132168.91910886005
2017-08-02,131896.44663762287
2017-08-03,131245.6990199013
2017-08-04,134039.332541935
2017-08-07,134856.28066968158
2017-08-08,134136.39692198948
2017-08-09,133221.61665618137
2017-08-10,129840.2151573868
2017-08-11,128391.85895269777
2017-08-14,132155.7539577332
2017-08-16,134017.63307577517
2017-08-17,133804.79260641482
2017-08-18,133803.77971273806
2017-08-21,131918.14375692751
2017-08-22,130995.55205160525
2017-08-23,131663.71536642459
2017-08-24,131724.89360433962
2017-08-28,134411.3866615906
2017-08-29,133298.2946053162
2017-08-30,135769.1346932068
2017-08-31,136240.57509237673
2017-09-01,136563.94362058357
2017-09-04,136537.25805232336
2017-09-05,139528.3063521128
2017-09-06,140008.09980532934
2017-09-07,140495.00144336035
2017-09-08,139672.648921464
2017-09-11,141584.59802958777
2017-09-12,142156.3477835398
2017-09-13,140362.95047900488
2017-09-14,140504.81107566168
2017-09-15,141182.79437014868
2017-09-18,142487.68921325018
2017-09-19,141687.23286387732
2017-09-20,140639.8597874384
2017-09-21,140143.9221806269
2017-09-22,136759.01054332068
2017-09-25,134490.41331908514
2017-09-26,136057.95499942114
2017-09-27,133740.88946959784
2017-09-28,133286.78318259527
2017-09-29,135068.29530284216
2017-10-03,136342.46229446415
2017-10-04,135989.96899307254
2017-10-05,135982.51257827762
2017-10-06,137070.01033523562
2017-10-09,137371.5559742737
2017-10-10,138369.64284255984
2017-10-11,137100.2320454407
2017-10-12,138468.650716095
2017-10-13,139165.81300857547
2017-10-16,139227.6876881409
2017-10-17,139757.61363723758
2017-10-18,138901.12311294558
2017-10-19,138123.82521560672
2017-10-23,138455.36296585086
2017-10-24,139135.61102798465
2017-10-25,136331.2483876038
2017-10-26,136797.8815176392
2017-10-27,135983.7844412232
2017-10-30,139415.44398712163
2017-10-31,139196.24170135503
2017-11-01,139946.86078094487
2017-11-02,139349.05182347112
2017-11-03,139788.8897598725
2017-11-06,144598.9183472138
2017-11-07,141652.75208744817
2017-11-08,140029.13004701235
2017-11-09,141747.3135797272
2017-11-10,141439.35534303286
2017-11-13,139711.73582093813
2017-11-14,139880.33109681704
2017-11-15,138582.92284791567
2017-11-16,139900.64017860417
2017-11-17,141513.64268104557
2017-11-20,141513.04977629095
2017-11-21,142926.08142301947
2017-11-22,143066.44166777044
2017-11-23,142609.49150297552
2017-11-24,144089.25670072943
2017-11-27,144139.5785301972
2017-11-28,142315.70119560248
2017-11-29,141972.92714775092
2017-11-30,141454.03287590033
2017-12-01,141999.6633690644
2017-12-04,142383.65214299015
2017-12-05,141827.1929602509
2017-12-06,139821.6288418427
2017-12-07,141619.7040371552
2017-12-08,143407.32899137883
2017-12-11,143765.97739836125
2017-12-12,143894.88772245793
2017-12-13,143448.97129484563
2017-12-14,144148.41392362982
2017-12-15,144650.84415281683
2017-12-18,143821.56828916937
2017-12-19,145333.4089416352
2017-12-20,145152.93857038885
2017-12-21,146213.06275785834
2017-12-22,145685.57971418768
2017-12-26,145915.43940646367
2017-12-27,146180.7638807984
2017-12-28,149054.47988803106
2017-12-29,148334.3544073792
2018-01-01,147760.61744601445
2018-01-02,147024.38155657964
2018-01-03,147939.64579684453
2018-01-04,149571.52524478154
2018-01-05,151870.44894320684
2018-01-08,151953.00781924443
2018-01-09,151329.21386630254
2018-01-10,150615.74815280156
2018-01-11,149999.5875158997
2018-01-12,149488.10620028691
2018-01-15,150257.27115924077
2018-01-16,146718.99076754766
2018-01-17,146470.43416888433
2018-01-18,144564.31385714727
2018-01-19,146789.67307574468
2018-01-22,149368.2942648621
2018-01-23,149403.64074618535
2018-01-24,146566.72141940313
2018-01-25,147220.94938571172
2018-01-29,147110.8325148316
2018-01-30,145739.10296923833
2018-01-31,145673.31069857793
2018-02-01,146223.77533251958
2018-02-02,141388.7440748902
2018-02-05,138370.8697859269
2018-02-06,137659.95794107823
2018-02-07,137528.78412772375
2018-02-08,137550.04360343175
2018-02-09,137146.4791045304
2018-02-12,138569.07804251867
2018-02-14,140353.58509001927
2018-02-15,140850.71149382787
2018-02-16,137608.4470742722
2018-02-19,139816.56554351049
2018-02-20,140355.71332488256
2018-02-21,140774.7208016892
2018-02-22,142297.9717629929
2018-02-23,141923.84206328588
2018-02-26,142100.27484832006
2018-02-27,140514.7865212937
2018-02-28,140737.344947197
2018-03-01,139736.61247017674
2018-03-05,138639.0784735947
2018-03-06,138104.44227364354
2018-03-07,137464.41853096776
2018-03-08,138294.27723458104
2018-03-09,137832.79162361912
2018-03-12,137111.3139624863
2018-03-13,135779.72627022557
2018-03-14,135502.94614937596
2018-03-15,136072.56023775486
2018-03-16,135823.55932222752
2018-03-19,135763.16358553318
2018-03-20,136257.98525568395
2018-03-21,136962.0402941361
2018-03-22,137248.36066767125
2018-03-23,136720.7124590531
2018-03-26,137169.2053179398
2018-03-27,138468.10786005406
2018-03-28,138258.34077375036
2018-04-02,138522.43733136755
2018-04-03,138675.4625083695
2018-04-04,138322.82037274938
2018-04-05,138743.3866354428
2018-04-06,139289.2479673825
2018-04-09,139678.23313335233
2018-04-10,140082.2263279324
2018-04-11,141346.52971843534
2018-04-12,141186.74043857388
2018-04-13,141442.84723102383
2018-04-16,141441.47113429836
2018-04-17,142237.5718003445
2018-04-18,142286.38533412747
2018-04-19,144394.21062292295
2018-04-20,144268.3828746777
2018-04-23,142837.86769408995
2018-04-24,139596.60893363768
2018-04-25,138156.18418235594
2018-04-26,141001.32289047056
2018-04-27,142069.48428458982
2018-04-30,143575.58899230772
2018-05-02,141451.67382926756
2018-05-03,141053.54822082334
2018-05-04,141067.18148917967
2018-05-07,141860.16257282835
2018-05-08,141695.37107082945
2018-05-09,141229.14465901
2018-05-10,139580.06946941954
2018-05-11,141241.01592632872
2018-05-14,140493.2967681561
2018-05-15,139821.9367923413
2018-05-16,140300.45706158262
2018-05-17,140280.7843740521
2018-05-18,138219.33627491575
2018-05-21,137853.36378518684
2018-05-22,138165.48289529426
2018-05-23,138406.16370138555
2018-05-24,138919.29022726446
2018-05-25,139421.96252951055
2018-05-28,139583.17737326055
2018-05-29,138437.5278591004
2018-05-30,138166.44172323614
2018-05-31,138493.53950155646
2018-06-01,139083.390880951
2018-06-04,139145.66372335822
2018-06-05,138433.6242736512
2018-06-06,139758.33313595588
2018-06-07,140041.5137695008
2018-06-08,140152.658575409
2018-06-11,140309.35440670783
2018-06-12,140351.8045104676
2018-06-13,140033.44397579963
2018-06-14,140003.85352169807
2018-06-15,140007.7629423829
2018-06-18,139692.09057910164
2018-06-19,139336.16099230965
2018-06-20,139451.01957385262
2018-06-21,139277.08272998055
2018-06-22,140230.3707701417
2018-06-25,139608.15932910165
2018-06-26,139314.0577832032
2018-06-27,138539.94541748054
2018-06-28,137119.9444006196
2018-06-29,138747.36828977976
2018-07-02,139247.59244822702
2018-07-03,140661.68729685983
2018-07-04,140814.19545127876
2018-07-05,140715.85606529244
2018-07-06,139498.07573081978
2018-07-09,140644.2973799897
2018-07-10,141204.5764022065
2018-07-11,141391.89521934517
2018-07-12,141667.4371504975
2018-07-13,141287.8890242768
2018-07-16,139572.4052291108
2018-07-17,140786.80674925243
2018-07-18,140085.86339750682
2018-07-19,138946.26029467018
2018-07-20,140491.33176177225
2018-07-23,140560.64291671762
2018-07-24,141125.1150579835
2018-07-25,140817.59075073252
2018-07-26,140203.9239378358
2018-07-27,140612.79102615366
2018-07-30,138666.81699661264
2018-07-31,141069.20959190378
2018-08-01,141327.40764144907
2018-08-02,142610.93241027842
2018-08-03,141777.2983465577
2018-08-06,142173.31167892466
2018-08-07,140558.81896881113
2018-08-08,141952.18236068735
2018-08-09,142721.3761930848
2018-08-10,143007.67866996775
2018-08-13,142266.89115623484
2018-08-14,143728.46275619516
2018-08-16,144282.24666980753
2018-08-17,145583.34561447153
2018-08-20,146290.3839388276
2018-08-21,146200.270955124
2018-08-23,145216.71935943613
2018-08-24,143922.42846588144
2018-08-27,146994.5039225007
2018-08-28,146103.70819953928
2018-08-29,147967.58278373728
2018-08-30,148253.7666883851
2018-08-31,150196.91644577036
2018-09-03,148747.16343597422
2018-09-04,146830.91927627573
2018-09-05,147717.40920547495
2018-09-06,151203.3875151063
2018-09-07,152911.65255836496
2018-09-10,154712.12145713816
2018-09-11,151750.9175844575
2018-09-12,152589.7805204774
2018-09-14,154856.7045336152
2018-09-17,152282.56945137033
2018-09-18,151210.679340973
2018-09-19,150263.5869343778
2018-09-21,150219.50748186314
2018-09-24,144919.93503351414
2018-09-25,146618.6331841489
2018-09-26,148281.31535883152
2018-09-27,146953.90292902195
2018-09-28,144427.96989984714
2018-10-01,143325.80517358982
2018-10-03,140385.0358178159
2018-10-04,139032.39996545995
2018-10-05,138955.79389398778
2018-10-08,138688.81725519383
2018-10-09,138890.14825647557
2018-10-10,138648.81022089208
2018-10-11,137702.57382410252
2018-10-12,138079.66800134862
2018-10-15,139113.06022089208
2018-10-16,138790.07339685643
2018-10-17,138994.46203821385
2018-10-19,138761.71118372167
2018-10-22,138574.78067987645
2018-10-23,137744.5166494199
2018-10-24,137819.71214685641
2018-10-25,138247.49339685641
2018-10-26,138337.43750391208
2018-10-29,138727.9251824399
2018-10-30,138640.1751824399
2018-10-31,138802.51232538425
2018-11-01,138734.50661096774
2018-11-02,138240.91286096774
2018-11-05,138491.00000391208
2018-11-06,138526.10036096774
2018-11-07,138545.84375391208
2018-11-09,138523.90625391208
2018-11-12,138458.09375391208
2018-11-13,138580.94411096774
2018-11-14,138510.74428949557
2018-11-15,138449.31911096774
2018-11-16,138583.13732538425
2018-11-19,138838.66869428073
2018-11-20,138312.61257245456
2018-11-21,138876.60731580172
2018-11-22,138557.36786725436
2018-11-26,139124.4499747983
2018-11-27,139296.88899304782
2018-11-28,138768.70742871676
2018-11-29,139523.45767041598
2018-11-30,139015.64047833835
2018-12-03,137871.37934705173
2018-12-04,138109.88154431735
2018-12-05,137459.74656232272
2018-12-06,136081.58325955784
2018-12-07,135628.4573287717
2018-12-10,134165.7369155637
2018-12-11,135133.2808608762
2018-12-12,136037.1053542844
2018-12-13,136925.64854428684
2018-12-14,136952.649107031
2018-12-17,138776.749006323
2018-12-18,138236.0264950315
2018-12-19,140027.73106961645
2018-12-20,138864.03223996557
2018-12-21,135434.1057110349
2018-12-24,133970.03915219702
2018-12-26,133757.83866696752
2018-12-27,134888.78306394018
2018-12-28,134868.47912412084
2018-12-31,134990.1408596555
2019-01-01,134718.38365750707
2019-01-02,134415.06616788305
2019-01-03,134893.56030087866
2019-01-04,134104.93067746557
2019-01-07,133774.1854000608
2019-01-08,133426.4656429807
2019-01-09,132854.0427914182
2019-01-10,133410.4286861936
2019-01-11,133312.75084531604
2019-01-14,132823.01907575427
2019-01-15,134531.965077036
2019-01-16,134088.75420438586
2019-01-17,134799.47436963854
2019-01-18,134883.45498334704
2019-01-21,134268.57387649355
2019-01-22,134848.40663253603
2019-01-23,134301.32426559267
2019-01-24,133884.75870620547
2019-01-25,133662.4281779462
2019-01-28,131541.74704849062
2019-01-29,131470.9540347043
2019-01-30,128914.5711153928
2019-01-31,129356.1144393674
2019-02-01,129532.42257535373
2019-02-04,129470.31947858249
2019-02-05,129163.693212103
2019-02-06,129370.48021466647
2019-02-07,130212.07478955662
2019-02-08,129346.30356458103
2019-02-11,128686.368887457
2019-02-12,129232.96017735873
2019-02-14,128966.29956334506
2019-02-15,128295.34839147006
2019-02-18,127801.96054356967
2019-02-19,126720.10408299838
2019-02-20,126627.00409496127
2019-02-21,126848.68512523471
2019-02-22,126376.33476817905
2019-02-25,126661.72958934604
2019-02-26,127499.94833934604
2019-02-27,127275.60458934604
2019-02-28,127310.96802318393
2019-03-01,127962.49097240268
2019-03-05,127771.66119817793
2019-03-06,127971.3218288809
2019-03-07,126157.55880840361
2019-03-08,125530.09708896698
2019-03-11,128128.30813475861
2019-03-12,128520.26724231019
2019-03-13,126958.22286402955
2019-03-14,126098.1475628592
2019-03-15,127136.70109355226
2019-03-18,125953.02378356231
2019-03-19,126011.60546052232
2019-03-20,124467.48094880357
2019-03-22,122273.45379769578
2019-03-25,121162.91427790036
2019-03-26,121966.17821237912
2019-03-27,122905.60503062405
2019-03-28,124721.7501951138
2019-04-01,125806.90072783627
2019-04-02,125367.69630774655
2019-04-03,124698.42724284329
2019-04-04,124732.42906340756
2019-04-05,126617.96697291531
2019-04-08,126551.53064974942
2019-04-09,126242.36691340603
2019-04-10,125164.69178256192
2019-04-11,124754.92853125729
2019-04-12,125198.21207293667
2019-04-15,125752.97070464291
2019-04-16,126292.94022807278
2019-04-18,125255.63724356808
2019-04-22,122871.29803687253
2019-04-23,122264.9549115292
2019-04-24,123185.90807086148
2019-04-25,122249.06285983245
2019-04-26,121828.40625601925
2019-04-30,119910.30126982846
2019-05-02,119972.4967757298
2019-05-03,121061.17429332317
2019-05-06,121251.43963794292
2019-05-07,120328.90615253033
2019-05-08,120289.48927478374
2019-05-09,120070.27407435955
2019-05-10,120060.40691546978
2019-05-13,119317.18998126568
2019-05-14,119296.05645350994
2019-05-15,119162.23493807568
2019-05-16,119259.15062754406
2019-05-17,119720.85090868725
2019-05-20,121615.20060770764
2019-05-21,120834.18521921887
2019-05-22,121223.00197260632
2019-05-23,121575.52412566723
2019-05-24,123745.42322310986
2019-05-27,124790.92357024731
2019-05-28,124555.38535934033
2019-05-29,124121.86930327954
2019-05-30,124901.41870742383
2019-05-31,123751.02614677013
2019-06-03,124894.37547730604
2019-06-04,124221.03742264905
2019-06-06,120655.37837647596
2019-06-07,120538.14726304212
2019-06-10,119325.92343949476
2019-06-11,121121.5266832539
2019-06-12,120132.52723257031
2019-06-13,120016.55387441601
2019-06-14,120256.33603612866
2019-06-17,119038.57433263745
2019-06-18,118942.91831151929
2019-06-19,118024.6406625935
2019-06-20,119615.35199682202
2019-06-21,119387.59291402783
2019-06-24,119456.52481023755
2019-06-25,120245.74327032056
2019-06-26,121197.26116506543
2019-06-27,121875.90846197095
2019-06-28,121218.17843954053
2019-07-01,122074.88315145459
2019-07-02,122198.24261037793
2019-07-03,123042.99541418042
2019-07-04,122794.88809911694
2019-07-05,120596.29503194775
2019-07-08,117216.81822149243
2019-07-09,119005.11733547559
2019-07-10,118208.28121105542
2019-07-11,118208.2562705647
2019-07-12,118743.96816555371
2019-07-15,118433.27241436353
2019-07-16,118885.42154995313
2019-07-17,117709.92413233532
2019-07-18,116003.44539164318
2019-07-19,115930.7983374745
2019-07-22,115118.85269309583
2019-07-23,114825.85261298719
2019-07-24,114322.32793571058
2019-07-25,114031.44925834241
2019-07-26,114277.76110221448
2019-07-29,114074.78910972181
2019-07-30,113866.58804847303
2019-07-31,113986.90390540662
2019-08-01,113892.43726111951
2019-08-02,113782.89661170545
2019-08-05,113342.12545920911
2019-08-06,113617.58407737318
2019-08-07,113386.6708121449
2019-08-08,113445.85949851575
2019-08-09,113469.92540504041
2019-08-13,113356.92869941297
2019-08-14,113396.68879691663
2019-08-16,113405.20872108045
2019-08-19,113459.16887275281
2019-08-20,113388.16887275281
2019-08-21,113342.72864524426
2019-08-22,113266.04878608289
2019-08-23,113268.4910453526
2019-08-26,113268.4910453526
2019-08-27,113268.4910453526
2019-08-28,113268.4910453526
2019-08-29,113268.4910453526
2019-08-30,113268.4910453526
2019-09-03,113268.4910453526
2019-09-04,113268.4910453526
2019-09-05,113268.4910453526
2019-09-06,113268.4910453526
2019-09-09,113268.4910453526
2019-09-11,113268.4910453526
2019-09-12,113268.4910453526
2019-09-13,113268.4910453526
2019-09-16,113268.4910453526
2019-09-17,113268.4910453526
2019-09-18,113268.4910453526
2019-09-19,113268.4910453526
2019-09-20,113268.4910453526
2019-09-23,113249.41584579815
2019-09-24,112787.50958676497
2019-09-25,111939.69653689924
2019-09-26,113930.33135593
2019-09-27,114164.07839572492
2019-09-30,113915.73801315657
2019-10-01,113367.51639450423
2019-10-03,113653.17612350814
2019-10-04,112440.45596969954
2019-10-07,111816.20503128401
2019-10-09,112563.88249899642
2019-10-10,111397.70830466048
2019-10-11,110705.06781698958
2019-10-14,110312.21367575423
2019-10-15,110244.23761081282
2019-10-16,110714.70610141341
2019-10-17,111622.24900912825
2019-10-18,111344.362092014
2019-10-22,110299.43676852767
2019-10-23,110232.228989597
2019-10-24,109863.65835666243
2019-10-25,109418.35081576888
2019-10-27,109628.86810313765
2019-10-29,110667.55760203901
2019-10-30,110768.07170994917
2019-10-31,111269.75953038374
2019-11-01,112126.68116124312
2019-11-04,113353.39132323043
2019-11-05,113730.78211465804
2019-11-06,113538.3775889012
2019-11-07,113990.9836222264
2019-11-08,113344.10483804671
2019-11-11,114304.79264322249
2019-11-13,113845.00896707503
2019-11-14,114493.82383981673
2019-11-15,114548.7870926091
2019-11-18,115240.81493989914
2019-11-19,115454.8689789006
2019-11-20,115070.55769197433
2019-11-21,114484.53230134933
2019-11-22,114631.77822725265
2019-11-25,115740.5726959416
2019-11-26,115189.0293152043
2019-11-27,115352.0642044255
2019-11-28,115931.76552888838
2019-11-29,115546.46642610518
2019-12-02,114804.49238130538
2019-12-03,114437.78212587326
2019-12-04,114321.7142166325
2019-12-05,113781.4823822209
2019-12-06,112938.55258027998
2019-12-09,113419.12390748945
2019-12-10,113487.37185518233
2019-12-11,114302.8519424626
2019-12-12,114897.59226839033
2019-12-13,115153.04472200361
2019-12-16,115405.52330629317
2019-12-17,115859.71234743086
2019-12-18,115834.3933853337
2019-12-19,115448.64391939131
2019-12-20,115606.4131607243
2019-12-23,115601.06484834639
2019-12-24,115907.5723480412
2019-12-26,116058.54344789473
2019-12-27,116751.97320405928
2019-12-30,116736.83238069502
2019-12-31,117038.14411012617
2020-01-01,117639.42227022139
2020-01-02,118600.2127136418
2020-01-03,117533.15402833906
2020-01-06,115188.27419893233
2020-01-07,116054.31339876143
2020-01-08,116089.83242647139
2020-01-09,117561.86430208173
2020-01-10,117344.17187349289
2020-01-13,118173.02429811444
2020-01-14,118591.49227754559
2020-01-15,119155.45181123701
2020-01-16,119095.41455611007
2020-01-17,119692.55338057296
2020-01-20,118082.0259910466
2020-01-21,117479.31496199386
2020-01-22,117129.71619948166
2020-01-23,118602.15365370529
2020-01-24,119927.47582777755
2020-01-27,118610.71379622238
2020-01-28,118951.89648970382
2020-01-29,119849.45451124923
2020-01-30,118086.98611983078
2020-01-31,116670.50595625656
2020-02-03,114583.12318190353
2020-02-04,117538.30523451584
2020-02-05,118328.61430891769
2020-02-06,117815.083180988
2020-02-07,118913.56625899093
2020-02-10,117639.64528425949
2020-02-11,118084.80340346115
2020-02-12,118282.42503126877
2020-02-13,118070.79225691574
2020-02-14,117925.27592238205
2020-02-17,117616.12467726486
2020-02-18,117673.58440932052
2020-02-19,120802.29618605392
2020-02-20,121356.31414564865
2020-02-24,118473.95577772873
2020-02-25,117499.08027524153
2020-02-26,116039.26363565413
2020-02-27,115652.74315072982
2020-02-28,112813.41266061751
2020-03-02,111430.87872314802
2020-03-03,113101.46771240584
2020-03-04,112139.39813232771
2020-03-05,112562.37616162459
2020-03-06,111701.07879834334
2020-03-09,110213.37616162459
2020-03-11,110388.87747998396
2020-03-12,110388.87747998396
2020-03-13,110388.87747998396
2020-03-16,110388.87747998396
2020-03-17,110388.87747998396
2020-03-18,110388.87747998396
2020-03-19,110388.87747998396
2020-03-20,110388.87747998396
2020-03-23,110388.87747998396
2020-03-24,110388.87747998396
2020-03-25,110388.87747998396
2020-03-26,110388.87747998396
2020-03-27,110388.87747998396
2020-03-30,110388.87747998396
2020-03-31,110388.87747998396
2020-04-01,110388.87747998396
2020-04-03,110388.87747998396
2020-04-07,110388.87747998396
2020-04-08,110388.87747998396
2020-04-09,110388.87747998396
2020-04-13,110388.87747998396
2020-04-15,110388.87747998396
2020-04-16,110388.87747998396
2020-04-17,110388.87747998396
2020-04-20,110388.87747998396
2020-04-21,110388.87747998396
2020-04-22,110388.87747998396
2020-04-23,110388.87747998396
2020-04-24,110388.87747998396
2020-04-27,110388.87747998396
2020-04-28,110388.87747998396
2020-04-29,110388.87747998396
2020-04-30,110388.87747998396
2020-05-04,110388.87747998396
2020-05-05,110388.87747998396
2020-05-06,110388.87747998396
2020-05-07,110388.87747998396
2020-05-08,110388.87747998396
2020-05-11,110388.87747998396
2020-05-12,110388.87747998396
2020-05-13,110388.87747998396
2020-05-14,110388.87747998396
2020-05-15,110388.87747998396
2020-05-18,110388.87747998396
2020-05-19,110388.87747998396
2020-05-20,110388.87747998396
2020-05-21,110388.87747998396
2020-05-22,110388.87747998396
2020-05-26,110388.87747998396
2020-05-27,110388.87747998396
2020-05-28,110388.87747998396
2020-05-29,110388.87747998396
2020-06-01,110388.87747998396
2020-06-02,110388.87747998396
2020-06-03,110388.87747998396
2020-06-04,110388.87747998396
2020-06-05,110388.87747998396
2020-06-08,110388.87747998396
2020-06-09,110388.87747998396
2020-06-10,110388.87747998396
2020-06-11,110388.87747998396
2020-06-12,110388.87747998396
2020-06-15,110388.87747998396
2020-06-16,110388.87747998396
2020-06-17,110388.87747998396
2020-06-18,110388.87747998396
2020-06-19,110388.87747998396
2020-06-22,110388.87747998396
2020-06-23,110388.87747998396
2020-06-24,110388.87747998396
2020-06-25,110388.87747998396
2020-06-26,110388.87747998396
2020-06-29,110388.87747998396
2020-06-30,110388.87747998396
2020-07-01,110388.87747998396
2020-07-02,110388.87747998396
2020-07-03,110388.87747998396
2020-07-06,110388.87747998396
2020-07-07,110388.87747998396
2020-07-08,110388.87747998396
2020-07-09,110388.87747998396
2020-07-10,110388.87747998396
2020-07-13,110388.87747998396
2020-07-14,110388.87747998396
2020-07-15,110388.87747998396
2020-07-16,110388.87747998396
2020-07-17,110388.87747998396
2020-07-20,110388.87747998396
2020-07-21,110388.87747998396
2020-07-22,110388.87747998396
2020-07-23,110388.87747998396
2020-07-24,110388.87747998396
2020-07-27,110388.87747998396
2020-07-28,110388.87747998396
2020-07-29,110388.87747998396
2020-07-30,110388.87747998396
2020-07-31,110388.87747998396
2020-08-03,110388.87747998396
2020-08-04,110388.87747998396
2020-08-05,110388.87747998396
2020-08-06,110388.87747998396
2020-08-07,110388.87747998396
2020-08-10,110388.87747998396
2020-08-11,110388.87747998396
2020-08-12,110388.87747998396
2020-08-13,110388.87747998396
2020-08-14,110388.87747998396
2020-08-17,110388.87747998396
2020-08-18,110388.87747998396
2020-08-19,110388.87747998396
2020-08-20,110388.87747998396
2020-08-21,110388.87747998396
2020-08-24,110388.87747998396
2020-08-25,110388.87747998396
2020-08-26,110388.87747998396
2020-08-27,110388.87747998396
2020-08-28,110388.87747998396
2020-08-31,110388.87747998396
2020-09-01,110388.87747998396
2020-09-02,110388.87747998396
2020-09-03,110388.87747998396
2020-09-04,110388.87747998396
2020-09-07,110388.87747998396
2020-09-08,110397.81647998396
2020-09-09,110409.66657764021
2020-09-10,110489.56647998396
2020-09-11,110485.65097998396
2020-09-14,110485.65097998396
2020-09-15,110485.65097998396
2020-09-16,110485.65097998396
2020-09-17,110485.65097998396
2020-09-18,110485.65097998396
2020-09-21,110482.16491211286
2020-09-22,110438.72448242536
2020-09-23,110433.996484059
2020-09-24,110047.93053538194
2020-09-25,110495.53046423783
2020-09-28,110659.37064309373
2020-09-29,110659.37064309373
2020-09-30,110659.37064309373
2020-10-01,110659.37064309373
2020-10-05,110659.37064309373
2020-10-06,110659.37064309373
2020-10-07,110659.37064309373
2020-10-08,110659.37064309373
2020-10-09,110659.37064309373
2020-10-12,110659.37064309373
2020-10-13,110659.37064309373
2020-10-14,110659.37064309373
