symbol,regime,sector,sector_bucket,entry_date,exit_date,entry_price,exit_price,shares,atr_at_entry,initial_stop,breakeven_hit,profit,profit_pct,hold_days,exit_reason,size_multiplier,deferred_exit,slippage_applied
IDEA.NS,R2,Telecom,Named Sector,2018-01-25,2018-02-02,55.292259216308594,54.930477142333984,1138,2.927765945748393,46.508961379063415,False,-537.1414741592307,-0.6543087207908858,5,Time Stop (Day 5 Loss),1.0,False,False
ULTRACEMCO.NS,R2,Construction Materials,Named Sector,2018-02-07,2018-02-09,4157.89990234375,4060.0,29,111.57477975240602,3823.175563086532,False,-3077.416265136708,-2.35455168818675,2,RSI Overbought,1.0,False,False
KOTAKBANK.NS,R2,Financial Services,Named Sector,2018-03-21,2018-03-28,210.9600067138672,208.8099975585937,805,4.123997955603983,198.58801284705524,False,-2068.6722234344634,-1.0191548572472464,5,Time Stop (Day 5 Loss),1.0,False,False
JINDALSTEL.NS,R2,Others,Others,2018-05-24,2018-05-29,226.3000030517578,235.0,294,11.261939181764005,192.5141855064658,False,2422.1769018859923,3.8444528638615987,3,RSI Overbought,1.0,False,False
DMART.NS,R2,Others,Others,2018-06-27,2018-07-02,1469.699951171875,1495.949951171875,76,43.51819794515104,1339.145357336422,False,1769.6106074218842,1.7860788509293606,3,RSI Overbought,1.0,False,False
AUBANK.NS,R2,Financial Services,Named Sector,2018-06-29,2018-07-04,335.0,337.29998779296875,269,11.270224581991316,301.18932625402607,False,437.84801959228935,0.6865635202891791,3,RSI Overbought,1.0,False,False
ULTRACEMCO.NS,R2,Construction Materials,Named Sector,2020-09-09,2020-09-11,3811.0,3915.5,17,97.6566293067577,3518.0301120797267,False,1645.1495000000068,2.7420624508003146,2,SMA Exit,0.5,False,False
BAJFINANCE.NS,R2,Financial Services,Named Sector,2020-09-22,2020-09-24,332.8999938964844,302.8900146484375,148,11.23157036748407,299.20528279403214,False,-4535.573849975583,-9.014713066464793,3,Initial Stop,0.5,False,False
IDEA.NS,R2,Telecom,Named Sector,2020-09-24,2020-09-28,8.949999809265137,10.75,3378,0.9398671064701468,6.130398489854697,False,6013.854044946678,20.111734403295557,2,RSI Overbought,1.0,False,False
ATGL.NS,R2,Energy,Named Sector,2020-10-16,2020-10-21,182.5500030517578,192.1999969482422,200,8.33630686302563,157.54108246268092,False,1855.048779296878,5.286219520767876,3,SMA Exit,0.5,False,False
AUBANK.NS,R2,Financial Services,Named Sector,2021-01-28,2021-02-02,433.0,475.2250061035156,107,15.55673077238128,386.32980768285614,False,4420.8955774231,9.751733511204533,3,SMA Exit,0.5,False,False
