symbol,regime,sector,sector_bucket,entry_date,exit_date,entry_price,exit_price,shares,atr_at_entry,initial_stop,breakeven_hit,profit,profit_pct,hold_days,exit_reason,size_multiplier,deferred_exit,slippage_applied
EICHERMOT.NS,R2,Auto,Named Sector,2017-01-17,2017-01-18,2232.5,2240.0,5,56.64852475988469,2062.554425720346,False,15.137500000000728,0.33594624860022393,1,SMA Exit,1.0,False,False
BHARTIARTL.NS,R2,Telecom,Named Sector,2017-01-19,2017-01-20,282.9947814941406,283.03985595703125,47,7.080069977495832,261.7545715616531,False,-24.48512820434371,0.015927665751517845,1,SMA Exit,1.0,False,False
BIOCON.NS,R2,Healthcare,Named Sector,2017-01-23,2017-01-24,162.35000610351562,167.1666717529297,75,4.434655889984831,149.04603843356114,False,336.5361728668231,2.96684044861872,1,SMA Exit,1.0,False,False
FORTIS.NS,R2,Healthcare,Named Sector,2017-01-24,2017-01-24,182.0,182.0,49,6.78767157122636,161.6369852863209,True,-17.83599999999933,0.0,1,Chandelier Stop,1.0,False,False
TATAELXSI.NS,R2,IT,Named Sector,2017-02-01,2017-02-02,705.0499877929688,724.0,15,21.897198422678077,639.3583925249345,False,262.81443328857495,2.687754419562623,1,SMA Exit,1.0,False,False
TCS.NS,R2,IT,Named Sector,2017-02-01,2017-02-02,1110.0,1085.0250244140625,13,25.449620464312964,1033.651138607061,False,-353.21000793456915,-2.24999780053491,1,SMA Exit,1.0,False,False
GLENMARK.NS,R2,Healthcare,Named Sector,2017-02-16,2017-02-17,933.7000122070312,939.5,14,22.83688847202422,865.1893467909586,False,54.97502893066485,0.6211832191432709,1,SMA Exit,1.0,False,False
COALINDIA.NS,R2,Metals & Mining,Named Sector,2017-02-20,2017-02-21,316.25,320.5,45,7.4257940355596395,293.97261789332106,False,162.5962500000005,1.3438735177865613,1,SMA Exit,1.0,False,False
M&M.NS,R2,Auto,Named Sector,2017-02-27,2017-02-28,651.4500122070312,647.4500122070312,25,13.134595813278898,612.0462247671945,False,-132.47250061035083,-0.6140148783555164,1,SMA Exit,1.0,False,False
VEDL.NS,R2,Metals & Mining,Named Sector,2017-02-28,2017-03-01,255.8000030517578,261.0,33,8.950951003350527,228.94715004170624,False,154.54549919128658,2.032836937531246,1,SMA Exit,1.0,False,False
IDFCFIRSTB.NS,R2,Financial Services,Named Sector,2017-02-28,2017-03-01,62.0,62.70000076293945,190,1.3843976076902145,57.84680717692936,False,109.30714481353789,1.129033488612021,1,SMA Exit,1.0,False,False
NESTLEIND.NS,R2,FMCG,Named Sector,2017-03-02,2017-03-03,313.0,309.50750732421875,51,6.544768891141978,293.36569332657405,False,-209.8650093383767,-1.1158123564796327,1,SMA Exit,1.0,False,False
ADANIPOWER.NS,R2,Power,Named Sector,2017-03-03,2017-03-07,7.360000133514404,7.989999771118164,1009,0.28056096686927173,6.518317232906589,True,620.1814844384207,8.55977752955467,2,SMA Exit,1.0,False,False
MUTHOOTFIN.NS,R2,Financial Services,Named Sector,2017-03-06,2017-03-07,348.0,348.04998779296875,122,12.071494574816692,311.7855162755499,False,-78.81958776855026,0.014364308324353448,1,SMA Exit,1.0,False,False
NMDC.NS,R2,Metals & Mining,Named Sector,2017-03-09,2017-03-10,36.12619400024414,35.99808883666992,283,1.1852991648327433,32.57029650574591,False,-56.66493333435028,-0.3546046493947107,1,SMA Exit,1.0,False,False
PFC.NS,R2,Financial Services,Named Sector,2017-03-10,2017-03-14,106.23999786376952,107.5999984741211,123,3.2580101719157715,96.4659673480222,False,140.97775552368512,1.2801210821704758,1,SMA Exit,1.0,False,False
NMDC.NS,R2,Metals & Mining,Named Sector,2017-03-14,2017-03-15,36.241493225097656,35.86997985839844,276,1.109928361949913,32.91170813924792,False,-122.44045578002806,-1.025105020898922,1,SMA Exit,1.0,False,False
CIPLA.NS,R2,Healthcare,Named Sector,2017-03-22,2017-03-23,588.9000244140625,595.7999877929688,33,9.902358201913005,559.1929498083235,False,188.60369110107786,1.1716697389801438,1,SMA Exit,1.0,False,False
OIL.NS,R2,Energy,Named Sector,2017-03-23,2017-03-24,146.62222290039062,147.42222595214844,91,3.151694829749947,137.1671384111408,False,46.04223286438173,0.5456219636646098,1,SMA Exit,1.0,False,False
EICHERMOT.NS,R2,Auto,Named Sector,2017-03-28,2017-03-28,2429.0,2429.0,6,51.91873827379034,2273.243785178629,True,-29.14799999999923,0.0,1,Chandelier Stop,1.0,False,False
JSWSTEEL.NS,R2,Metals & Mining,Named Sector,2017-03-28,2017-03-29,179.3000030517578,183.0,50,5.799527600230385,161.90142025106667,False,166.88484725952367,2.063578854024963,1,SMA Exit,1.0,False,False
