symbol,regime,sector,sector_bucket,entry_date,exit_date,entry_price,exit_price,shares,atr_at_entry,initial_stop,breakeven_hit,profit,profit_pct,hold_days,exit_reason,size_multiplier,deferred_exit,slippage_applied
IOC.NS,R1,Energy,Named Sector,2017-01-05,2017-01-17,117.51666259765624,117.03333282470705,104,3.176081113449488,107.98841925730777,False,-74.65949591063873,-0.4112861633962279,8,Time Stop,1.0,False,False
ADANIENT.NS,R1,Metals & Mining,Named Sector,2017-01-05,2017-01-17,43.12893295288086,43.01995086669922,213,1.2754284933407665,39.30264747285856,False,-41.562896610259486,-0.2526890389351982,8,Time Stop,1.0,False,False
BPCL.NS,R1,Energy,Named Sector,2017-01-05,2017-01-17,224.2333374023437,221.6499938964844,105,5.447843277825082,207.88980756886843,False,-318.0688179015997,-1.1520782483935363,8,Time Stop,1.0,False,False
PIDILITIND.NS,R1,Chemicals,Named Sector,2017-01-10,2017-01-20,315.70001220703125,313.45001220703125,103,7.308108876761289,293.7756855767474,False,-296.55245251464294,-0.7127019046564003,8,Time Stop,1.0,False,False
ADANIPOWER.NS,R1,Power,Named Sector,2017-01-12,2017-01-20,7.289999961853027,6.869999885559082,113,0.2630325589327245,6.500902285054854,True,-49.06008860397333,-5.761317949131875,6,Chandelier Stop,1.0,False,False
LTF.NS,R1,Others,Others,2017-01-05,2017-01-23,86.82614135742188,86.82614135742188,119,2.631888768144858,78.9304750529873,True,-20.664621643065402,0.0,12,Chandelier Stop,1.0,False,False
TATASTEEL.NS,R1,Metals & Mining,Named Sector,2017-01-18,2017-01-31,44.62142181396485,44.11647033691406,117,1.1193771099134133,41.26329048422461,False,-69.46165619659496,-1.1316346645250943,8,Time Stop,1.0,False,False
SUZLON.NS,R1,Capital Goods,Named Sector,2017-01-19,2017-02-01,15.747368812561035,14.96688747406006,134,0.4843192132521325,14.294411172804638,False,-108.70020970153769,-4.956265061109235,8,Time Stop,1.0,False,False
RECLTD.NS,R1,Power,Named Sector,2017-01-25,2017-02-07,109.8000030517578,105.7874984741211,91,3.271695335847979,99.98491704421386,False,-384.7563792037927,-3.654375652198553,8,Time Stop,1.0,False,False
SAIL.NS,R1,Metals & Mining,Named Sector,2017-01-23,2017-02-13,61.34999847412109,61.34999847412109,99,1.883267140628924,55.700197052234316,True,-12.147299697875496,0.0,14,Chandelier Stop,1.0,False,False
BHEL.NS,R1,Capital Goods,Named Sector,2017-02-07,2017-02-13,101.4000015258789,101.4000015258789,86,2.9440490134303885,92.56785448558774,True,-17.440800262449557,0.0,4,Chandelier Stop,1.0,False,False
NHPC.NS,R1,Power,Named Sector,2017-02-02,2017-02-14,30.850000381469727,30.600000381469727,83,0.993444606313777,27.869666562528394,False,-25.850350063323276,-0.8103727614543704,8,Time Stop,1.0,False,False
ADANIENT.NS,R1,Metals & Mining,Named Sector,2017-02-02,2017-02-14,51.1934700012207,49.44978713989258,61,2.1107889298555813,44.86110321165396,False,-112.5038932266234,-3.406064994786536,8,Time Stop,1.0,False,False
DLF.NS,R1,Realty,Named Sector,2017-01-05,2017-02-16,126.6500015258789,134.37733672204152,66,5.070435563229954,111.43869483618904,True,492.77631862237104,6.101330519592339,29,Chandelier Stop,1.0,False,False
