date,portfolio_value
2017-01-31,101477.64531199649
2017-02-28,108327.75714062502
2017-03-31,114075.84542797854
2017-04-30,118344.2598261719
2017-05-31,120046.37154418947
2017-06-30,122544.41376214602
2017-07-31,132450.86225041584
2017-08-31,134321.61734445958
2017-09-30,133279.54238226035
2017-10-31,141869.99763603977
2017-11-30,147953.8493321152
2017-12-31,151525.76104067807
2018-01-31,149697.43645310024
2018-02-28,140573.7550664559
2018-03-31,139847.8539688302
2018-04-30,138878.3785236913
2018-05-31,134566.73771945393
2018-06-30,133394.57425859274
2018-07-31,133062.25927993216
2018-08-31,141764.1229756681
2018-09-30,128623.37499974933
2018-10-31,126545.07935369218
2018-11-30,126322.29383518708
2018-12-31,122537.50531007112
2019-01-31,121800.3336832744
2019-02-28,120729.69931956593
2019-03-31,120598.0728422057
2019-04-30,110306.64257605189
2019-05-31,106100.92651597805
2019-06-30,102788.39347577878
2019-07-31,102155.41394968625
2019-08-31,102155.41394968625
2019-09-30,102746.29889148925
2019-10-31,101520.3410943091
2019-11-30,100803.79482211519
2019-12-31,99564.8581085898
2020-01-31,108750.70687110201
2020-02-29,115732.29482988041
2020-03-31,115732.29482988041
2020-04-30,115732.29482988041
2020-05-31,115732.29482988041
2020-06-30,115732.29482988041
2020-07-31,115732.29482988041
2020-08-31,115732.29482988041
2020-09-30,116004.18762717025
2020-10-31,116217.51823678939
2020-11-30,120024.1887574002
2020-12-31,132932.21229303328
2021-01-31,133494.03043497054
2021-02-28,134261.3901640431
2021-03-31,134164.04363547865
2021-04-30,136654.99966965834
2021-05-31,140164.8465788838
2021-06-30,147120.8905241963
2021-07-31,143512.96052245068
2021-08-31,149279.69088238647
2021-09-30,151283.55994072463
2021-10-31,148610.64233130004
2021-11-30,152574.63873461273
2021-12-31,160413.49328782776
2022-01-31,157995.72497891358
2022-02-28,156439.10344978076
2022-03-31,156248.90051820115
2022-04-30,151569.14345995168
2022-05-31,151189.78421046952
2022-06-30,151189.78421046952
2022-07-31,150078.64176507312
2022-08-31,159387.48034834414
2022-09-30,181401.0918269265
2022-10-31,182596.2671027444
2022-11-30,191436.66579922038
2022-12-31,189431.89823153242
2023-01-31,190100.0476810983
2023-02-28,181872.45820914395
2023-03-31,181364.2504479135
2023-04-30,182201.2609918703
2023-05-31,190868.23087280596
2023-06-30,197917.90783441486
2023-07-31,209158.4197820467
2023-08-31,205331.3049973177
2023-09-30,209367.62468802204
2023-10-31,203121.83529867878
2023-11-30,208531.92674972856
2023-12-31,233611.36546156253
2024-01-31,246880.51806448877
2024-02-29,248669.6848782095
2024-03-31,243451.44463013974
2024-04-30,266599.2909497149
2024-05-31,310333.69452390313
2024-06-30,294051.2391393816
2024-07-31,294891.165939461
2024-08-31,299183.73669440486
2024-09-30,305064.1813878253
2024-10-31,290913.2893413928
2024-11-30,295050.7642773059
2024-12-31,285733.00467030157
2025-01-31,282107.6758435191
2025-02-28,280850.0058171519
2025-03-31,276851.16054786486
2025-04-30,275978.37621082866
2025-05-31,275805.1207183513
2025-06-30,278890.44045895187
2025-07-31,270176.82074777025
2025-08-31,260545.36314758874
2025-09-30,258349.01597703365
2025-10-31,278634.87256971555
2025-11-30,291619.99503541377
2025-12-31,300497.8695971356
