date,portfolio_value
2018-10-25,122783.97616079198
2018-10-26,122494.73124196874
2018-10-29,122995.28440358983
2018-10-30,122784.71447255956
2018-10-31,122819.28496963749
2018-11-01,123385.06750900517
2018-11-02,123025.30706100712
2018-11-05,122499.99736918506
2018-11-06,122162.30367506275
2018-11-07,122454.06290853748
2018-11-09,122781.63161314258
2018-11-12,121696.23604460963
2018-11-13,122039.2285601736
2018-11-14,122643.53900023707
2018-11-15,123173.05219908961
2018-11-16,122898.12400695094
2018-11-19,123342.85428496607
2018-11-20,122573.69903441676
2018-11-21,122657.78007384547
2018-11-22,121622.14120360621
2018-11-26,122080.46777220973
2018-11-27,122283.67254515894
2018-11-28,121842.01572295435
2018-11-29,123173.88211699732
2018-11-30,123289.32110472926
2018-12-03,123952.69682189234
2018-12-04,124132.26053496607
2018-12-05,123302.758116448
2018-12-06,122080.02387114771
2018-12-07,122941.6687075735
2018-12-10,121354.47851439723
2018-12-11,123016.51596709498
2018-12-12,124416.85281249293
2018-12-13,124476.62485381373
2018-12-14,124469.35474272975
2018-12-17,124770.8243929983
2018-12-18,124689.08196898707
2018-12-19,125316.14235564478
2018-12-20,125205.42520781764
2018-12-21,123414.59873839625
2018-12-24,122740.98251219996
2018-12-26,123125.27105590113
2018-12-27,123893.85771819361
2018-12-28,124274.89504882105
2018-12-31,124428.41873046168
2018-12-31,304922.74177391833
