symbol,regime,sector,sector_bucket,entry_date,exit_date,entry_price,exit_price,shares,atr_at_entry,initial_stop,breakeven_hit,profit,profit_pct,hold_days,exit_reason,size_multiplier,deferred_exit,slippage_applied
INDIGO.NS,S1,Others,Others,2017-01-20,2017-02-13,925.7000122070312,840.0,32,18.40380161130218,0.0,False,-2798.902791015622,-9.257860114175367,14,S1 EMA Bearish Cross,1.0,False,False
SRF.NS,S1,Chemicals,Named Sector,2017-01-18,2017-02-28,331.2300109863281,311.79998779296875,34,9.092885423245265,0.0,False,-682.4838085327137,-5.866021359447822,26,S1 EMA Bearish Cross,1.0,False,False
HAVELLS.NS,S1,Consumer Durables,Named Sector,2017-01-17,2017-07-05,372.8500061035156,462.2000122070313,33,11.093324601567975,0.0,False,2920.9935508117705,23.964061858888407,113,S1 EMA Bearish Cross,1.0,False,False
IDFCFIRSTB.NS,S1,Financial Services,Named Sector,2017-07-12,2017-08-08,63.84999847412109,58.04999923706055,64,2.0427064335208334,0.0,False,-379.00155102538974,-9.083789155314273,18,S1 EMA Bearish Cross,1.0,False,False
DLF.NS,S1,Realty,Named Sector,2017-01-19,2017-08-11,132.39999389648438,161.4499969482422,51,4.284598198919733,0.0,False,1466.5638061065683,21.941090929709762,138,S1 EMA Bearish Cross,1.0,False,False
ADANIPOWER.NS,S1,Power,Named Sector,2017-07-25,2017-08-11,6.630000114440918,5.420000076293945,196,0.2194625142935294,0.0,False,-239.52180751419064,-18.2503773342545,12,S1 Fixed Stop (15%),1.0,False,False
PNB.NS,S1,Financial Services,Named Sector,2017-07-21,2017-08-14,158.25,141.5,47,4.622837510771141,0.0,False,-801.3382499999989,-10.584518167456556,15,S1 EMA Bearish Cross,1.0,False,False
SIEMENS.NS,S1,Capital Goods,Named Sector,2017-01-13,2017-08-16,689.1961059570312,760.164306640625,25,16.137342563456723,0.0,False,1737.9710067749038,10.297243421746545,144,S1 EMA Bearish Cross,1.0,False,False
INDIGO.NS,S1,Others,Others,2017-03-14,2017-09-20,876.1500244140625,1159.949951171875,29,21.415831816278562,0.0,False,8171.15097668457,32.391704485496945,129,S1 EMA Bearish Cross,1.0,False,False
IOC.NS,S1,Energy,Named Sector,2017-08-14,2017-10-03,139.81666564941406,135.03334045410156,50,4.606728738312092,0.0,False,-252.90876007079987,-3.4211409441750953,32,S1 EMA Bearish Cross,1.0,False,False
ADANIPOWER.NS,S1,Power,Named Sector,2017-09-01,2017-10-03,6.53000020980835,5.900000095367432,477,0.2892447930731352,0.0,False,-306.4391647338862,-9.647780921884657,20,S1 EMA Bearish Cross,1.0,False,False
