Ticker,Date,Open,High,Low,Close,Adj Close,Volume
OIL.NS,2015-01-01,190.7500457763672,193.0000457763672,190.66671752929688,192.18338012695312,106.86522674560548,195044
OIL.NS,2015-01-02,193.3333740234375,195.33338928222656,192.2500457763672,192.9833831787109,107.31011962890624,335036
OIL.NS,2015-01-05,191.66671752929688,193.300048828125,186.86671447753903,187.95004272460935,104.51124572753906,761723
OIL.NS,2015-01-06,186.61671447753903,187.0000457763672,177.51670837402344,178.40003967285156,99.20089721679688,1461449
OIL.NS,2015-01-07,178.66671752929688,180.66671752929688,176.66671752929688,177.60003662109375,98.75605010986328,1995320
OIL.NS,2015-01-08,178.3333740234375,184.6333770751953,178.3333740234375,183.43338012695312,101.99974822998048,481178
OIL.NS,2015-01-09,184.0000457763672,197.33338928222656,181.0000457763672,188.4000396728516,104.7614974975586,3194411
OIL.NS,2015-01-12,189.3333740234375,189.3333740234375,183.3333740234375,183.61671447753903,102.10164642333984,1057547
OIL.NS,2015-01-13,181.86671447753903,182.70004272460935,178.0000457763672,178.40003967285156,99.20089721679688,3160976
OIL.NS,2015-01-14,180.2833709716797,180.66671752929688,175.66671752929688,176.60003662109375,98.19998931884766,2512385
OIL.NS,2015-01-15,179.0000457763672,179.93338012695312,176.66671752929688,177.3833770751953,98.63555908203124,1062203
OIL.NS,2015-01-16,176.8333740234375,180.3333740234375,174.10003662109375,175.66671752929688,97.68099975585938,1472930
OIL.NS,2015-01-19,175.3333740234375,179.6333770751953,175.3333740234375,177.2500457763672,98.56145477294922,911375
OIL.NS,2015-01-20,179.3333740234375,180.0000457763672,177.5000457763672,179.050048828125,99.56230926513672,720986
OIL.NS,2015-01-21,178.41671752929688,179.7833709716797,177.3333740234375,178.56671142578125,99.29356384277344,486560
OIL.NS,2015-01-22,178.41671752929688,182.06671142578125,178.41671752929688,181.3833770751953,100.85980987548828,549806
OIL.NS,2015-01-23,182.66671752929688,185.0000457763672,181.7333831787109,184.4000396728516,102.53723907470705,681845
OIL.NS,2015-01-27,184.4000396728516,186.1333770751953,180.0000457763672,181.2167053222656,100.7671356201172,1094807
OIL.NS,2015-01-28,182.0000457763672,187.70004272460935,181.70004272460935,187.36671447753903,104.18689727783205,1076723
OIL.NS,2015-01-29,187.0000457763672,187.95004272460935,182.8333740234375,183.78338623046875,102.19437408447266,493823
OIL.NS,2015-01-30,184.66671752929688,185.6333770751953,176.8833770751953,178.16671752929688,99.0711669921875,762083
OIL.NS,2015-02-02,178.73338317871094,180.300048828125,176.7500457763672,177.7500457763672,98.8394775390625,605111
OIL.NS,2015-02-03,179.93338012695312,180.3333740234375,175.41671752929688,177.11671447753906,98.48726654052734,2771081
OIL.NS,2015-02-04,180.3333740234375,183.4833831787109,178.800048828125,182.91671752929688,101.7124252319336,1457378
OIL.NS,2015-02-05,182.95004272460935,183.0000457763672,179.41671752929688,180.01670837402344,100.09986877441406,2632418
OIL.NS,2015-02-06,178.8333740234375,184.300048828125,178.8333740234375,182.3333740234375,101.38805389404295,1074986
OIL.NS,2015-02-09,181.66671752929688,184.5833740234375,176.66671752929688,181.0000457763672,100.6466827392578,1824968
OIL.NS,2015-02-10,180.0000457763672,182.1500396728516,175.66671752929688,176.95004272460938,98.39461517333984,980354
OIL.NS,2015-02-11,177.3333740234375,178.800048828125,176.36671447753906,176.98338317871094,98.41316986083984,348827
OIL.NS,2015-02-12,178.21670532226562,178.66671752929688,176.0000457763672,177.21670532226562,98.54289245605467,568220
OIL.NS,2015-02-13,173.66671752929688,175.300048828125,165.0333709716797,166.73336791992188,92.71353912353516,2685803
OIL.NS,2015-02-16,168.3333740234375,171.300048828125,165.0000457763672,166.3333740234375,92.49112701416016,1137488
OIL.NS,2015-02-18,167.26670837402344,168.8333740234375,164.80003356933594,167.0333709716797,92.88036346435548,785873
OIL.NS,2015-02-19,167.76670837402344,168.6667022705078,164.71670532226562,165.76670837402344,92.1760025024414,485447
OIL.NS,2015-02-20,166.3333740234375,167.6333770751953,164.3333740234375,164.80003356933594,91.63848876953124,660401
OIL.NS,2015-02-23,166.6667022705078,166.6667022705078,161.73336791992188,162.43338012695312,90.32250213623048,582362
OIL.NS,2015-02-24,163.0000457763672,163.5000457763672,156.1333770751953,156.7500457763672,87.16222381591797,1630766
OIL.NS,2015-02-25,157.5000457763672,161.3333740234375,157.35003662109375,159.6667022705078,88.78406524658203,1366568
OIL.NS,2015-02-26,160.30003356933594,160.65003967285156,156.36669921875,157.93336486816406,87.82022857666016,721319
OIL.NS,2015-02-27,158.6333770751953,171.1667022705078,157.96670532226562,167.60003662109375,93.19547271728516,1414040
OIL.NS,2015-03-02,166.70004272460938,169.21670532226562,163.3333740234375,166.20004272460938,92.41697692871094,733745
OIL.NS,2015-03-03,168.0000457763672,168.3333740234375,162.35003662109375,163.18338012695312,90.73953247070312,1213022
OIL.NS,2015-03-04,163.85003662109375,165.5000457763672,162.3833770751953,162.7500457763672,90.49858856201172,1306502
OIL.NS,2015-03-05,164.3333740234375,165.21670532226562,161.70004272460938,164.21670532226562,91.31412506103516,207332
OIL.NS,2015-03-09,164.6667022705078,164.96670532226562,161.68338012695312,164.15003967285156,91.27708435058594,724877
OIL.NS,2015-03-10,163.3333740234375,165.6333770751953,162.60003662109375,164.6333770751953,91.54583740234376,486182
OIL.NS,2015-03-11,165.0000457763672,166.61671447753906,160.7500457763672,161.61671447753906,89.8683853149414,1609370
OIL.NS,2015-03-12,162.0333709716797,163.5333709716797,161.06671142578125,162.05003356933594,90.10933685302734,620360
OIL.NS,2015-03-13,162.6667022705078,163.26670837402344,160.6667022705078,162.2833709716797,90.23907470703124,900962
OIL.NS,2015-03-16,162.2833709716797,162.71670532226562,158.40003967285156,159.1333770751953,88.48750305175781,1657361
OIL.NS,2015-03-17,159.93338012695312,161.71670532226562,159.40003967285156,160.05003356933594,88.99722290039062,2108582
OIL.NS,2015-03-18,160.6667022705078,161.0000457763672,159.0000457763672,159.4167022705078,88.64505767822266,697547
OIL.NS,2015-03-19,160.0000457763672,169.3333740234375,159.26670837402344,161.2833709716797,89.6830062866211,1528760
OIL.NS,2015-03-20,161.3333740234375,162.36671447753906,157.81671142578125,160.3333740234375,89.15477752685547,787109
OIL.NS,2015-03-23,161.0000457763672,162.98336791992188,160.2500457763672,161.4167022705078,89.75716400146484,429554
OIL.NS,2015-03-24,159.56671142578125,159.56671142578125,156.3333740234375,157.15003967285156,89.22724151611328,450902
OIL.NS,2015-03-25,158.90003967285156,160.31671142578125,155.61669921875,157.10003662109375,89.19886016845703,594155
OIL.NS,2015-03-26,156.6667022705078,157.6333770751953,155.6667022705078,156.10003662109375,88.63106536865234,472184
OIL.NS,2015-03-27,156.65003967285156,157.5000457763672,150.0333709716797,152.43336486816406,86.54917907714844,1200887
OIL.NS,2015-03-30,153.3333740234375,155.00003051757812,151.6667022705078,152.2833709716797,86.46402740478516,553064
OIL.NS,2015-03-31,153.26670837402344,154.26670837402344,150.81671142578125,151.65003967285156,86.10441589355469,831674
OIL.NS,2015-04-01,151.3333740234375,153.3333740234375,150.51670837402344,152.60003662109375,86.64381408691406,290072
OIL.NS,2015-04-06,153.1333770751953,154.15003967285156,150.75003051757812,153.2833709716797,87.03178405761719,597218
OIL.NS,2015-04-07,153.6667022705078,154.6667022705078,151.6667022705078,152.55003356933594,86.61544036865234,456860
OIL.NS,2015-04-08,153.0333709716797,153.3333740234375,150.21670532226562,150.6667022705078,85.54611206054688,1224020
OIL.NS,2015-04-09,151.6333770751953,153.00003051757812,151.0333709716797,152.21670532226562,86.42617797851562,855434
OIL.NS,2015-04-10,152.21670532226562,156.46670532226562,152.00003051757812,155.8833770751953,88.50804901123047,3006161
OIL.NS,2015-04-13,156.6667022705078,161.3333740234375,155.00003051757812,160.61669921875,91.19554901123048,1231703
OIL.NS,2015-04-15,161.30003356933594,171.48338317871094,161.0000457763672,167.1333770751953,94.89561462402344,1618970
OIL.NS,2015-04-16,166.6333770751953,171.96670532226562,164.23336791992188,170.3333740234375,96.71251678466795,1270871
OIL.NS,2015-04-17,171.6667022705078,176.0000457763672,170.6667022705078,173.6333770751953,98.58621978759766,3644852
OIL.NS,2015-04-20,172.96670532226562,172.96670532226562,160.61669921875,166.81671142578125,94.71581268310548,1057334
OIL.NS,2015-04-21,166.0000457763672,166.0000457763672,160.85003662109375,162.43338012695312,92.22704315185548,726347
OIL.NS,2015-04-22,163.3333740234375,165.0000457763672,154.0333709716797,155.40003967285156,88.23361206054688,3501086
OIL.NS,2015-04-23,156.6333770751953,158.5000457763672,156.0000457763672,157.71670532226562,89.54898071289062,494033
OIL.NS,2015-04-24,158.6333770751953,158.6333770751953,155.3333740234375,156.3833770751953,88.79193878173828,630467
OIL.NS,2015-04-27,156.68336486816406,158.0000457763672,153.3333740234375,155.40003967285156,88.23361206054688,732776
OIL.NS,2015-04-28,155.40003967285156,157.0000457763672,153.8333740234375,155.90003967285156,88.51749420166016,471503
OIL.NS,2015-04-29,156.0000457763672,156.0000457763672,153.00003051757812,154.55003356933594,87.75102233886719,936317
OIL.NS,2015-04-30,155.3333740234375,155.3333740234375,152.00003051757812,152.60003662109375,86.64381408691406,840092
OIL.NS,2015-05-04,153.50003051757812,163.3333740234375,153.50003051757812,162.56671142578125,92.30272674560548,859682
OIL.NS,2015-05-05,162.3333740234375,163.2833709716797,160.3333740234375,161.46670532226562,91.6781768798828,710051
OIL.NS,2015-05-06,163.4167022705078,164.31671142578125,153.8833770751953,156.2833709716797,88.73516082763672,1529582
OIL.NS,2015-05-07,156.6667022705078,158.11669921875,153.85003662109375,154.93336486816406,87.96865844726562,357476
OIL.NS,2015-05-08,156.30003356933594,158.6667022705078,156.0000457763672,157.60003662109375,89.48274993896484,471605
