Ticker,Date,Open,High,Low,Close,Adj Close,Volume
HINDUNILVR.NS,2015-01-01,759.2999877929688,761.9000244140625,754.1500244140625,758.4500122070312,633.1719970703125,372132
HINDUNILVR.NS,2015-01-02,757.0,766.0,752.6500244140625,755.9500122070312,631.0848388671875,1207322
HINDUNILVR.NS,2015-01-05,759.75,761.9000244140625,755.0999755859375,760.2999877929688,634.7164916992188,849252
HINDUNILVR.NS,2015-01-06,767.0,779.9000244140625,755.4000244140625,774.7000122070312,646.7378540039062,2738679
HINDUNILVR.NS,2015-01-07,779.0,806.7999877929688,779.0,801.9000244140625,669.4450073242188,3744143
HINDUNILVR.NS,2015-01-08,803.9000244140625,825.0,803.1500244140625,817.0499877929688,682.092529296875,3076833
HINDUNILVR.NS,2015-01-09,818.5,868.4000244140625,817.0499877929688,864.5999755859375,721.7883911132812,3825060
HINDUNILVR.NS,2015-01-12,867.5,899.7999877929688,864.25,896.5999755859375,748.5029296875,4338065
HINDUNILVR.NS,2015-01-13,899.9500122070312,908.6500244140624,876.4000244140625,884.5499877929688,738.443115234375,3371700
HINDUNILVR.NS,2015-01-14,888.7999877929688,934.5,886.0,924.0499877929688,771.4188232421875,4578199
HINDUNILVR.NS,2015-01-15,934.9500122070312,937.4000244140624,909.7000122070312,921.5499877929688,769.331787109375,3534537
HINDUNILVR.NS,2015-01-16,928.0,947.0,925.0,941.0499877929688,785.6107177734375,2021113
HINDUNILVR.NS,2015-01-19,946.2999877929688,947.4000244140624,886.0499877929688,892.5499877929688,745.1217041015625,7705398
HINDUNILVR.NS,2015-01-20,889.9000244140625,903.0,877.75,895.4500122070312,747.542724609375,4355821
HINDUNILVR.NS,2015-01-21,897.0,948.4000244140624,888.5,941.9500122070312,786.362060546875,4103989
HINDUNILVR.NS,2015-01-22,944.0,961.2999877929688,931.2999877929688,944.6500244140624,788.6162109375,3585572
HINDUNILVR.NS,2015-01-23,947.0,968.8499755859376,944.6500244140624,965.2999877929688,805.855224609375,2450001
HINDUNILVR.NS,2015-01-27,962.0999755859376,967.9000244140624,936.5999755859376,941.9500122070312,786.362060546875,3274894
HINDUNILVR.NS,2015-01-28,938.0,940.7999877929688,928.1500244140624,933.8499755859376,779.6000366210938,2246526
HINDUNILVR.NS,2015-01-29,931.0,948.0,926.4000244140624,941.5999755859376,786.0699462890625,3421454
HINDUNILVR.NS,2015-01-30,941.0,941.0,927.7999877929688,932.5499877929688,778.5145874023438,1562161
HINDUNILVR.NS,2015-02-02,926.3499755859376,929.9500122070312,904.7999877929688,908.0,758.0198364257812,1822825
HINDUNILVR.NS,2015-02-03,910.2000122070312,930.8499755859376,908.0,910.8499755859376,760.39892578125,1544881
HINDUNILVR.NS,2015-02-04,910.9000244140624,919.7999877929688,895.0999755859375,899.9000244140625,751.2578125,1181845
HINDUNILVR.NS,2015-02-05,907.2999877929688,919.7999877929688,901.2000122070312,909.0499877929688,758.896240234375,1711139
HINDUNILVR.NS,2015-02-06,906.0,915.8499755859376,899.4000244140625,905.75,756.1414184570312,717674
HINDUNILVR.NS,2015-02-09,905.75,914.5999755859376,895.9000244140625,900.1500244140625,751.4663696289062,860239
HINDUNILVR.NS,2015-02-10,895.0,907.5,885.4000244140625,887.75,741.114501953125,1058750
HINDUNILVR.NS,2015-02-11,890.3499755859375,902.9500122070312,884.5999755859375,900.2999877929688,751.5917358398438,897359
HINDUNILVR.NS,2015-02-12,905.0,910.7999877929688,885.2999877929688,887.7999877929688,741.1563720703125,1121008
HINDUNILVR.NS,2015-02-13,892.4000244140625,898.7999877929688,885.2000122070312,892.7999877929688,745.3303833007812,1344229
HINDUNILVR.NS,2015-02-16,886.3499755859375,920.0,886.3499755859375,907.0,757.1849975585938,1635273
HINDUNILVR.NS,2015-02-18,902.0,923.3499755859376,902.0,912.9000244140624,762.1104736328125,2178775
HINDUNILVR.NS,2015-02-19,919.9500122070312,922.7999877929688,895.0,908.1500244140624,758.1448974609375,1034454
HINDUNILVR.NS,2015-02-20,905.5,909.7000122070312,899.0,900.25,751.5497436523438,623253
HINDUNILVR.NS,2015-02-23,903.0,913.8499755859376,883.0499877929688,886.1500244140625,739.7787475585938,1054383
