Signal,Symbol,Entry_Price,SL_Price,Position_Size_Rs,Shares,Strategy,Reason
BUY,NTPCGREEN.NS,99.43,84.52,5000,50,EMA20_50_ADX20_EMA200,EMA Crossover Up + ADX OK + Above EMA200
