symbol,num_uptrends,num_downtrends,avg_uptrend_return,avg_downtrend_return,avg_uptrend_days,trend_quality
FORTIS.NS,22,22,4.112082148847099,5.891195082993011,87.04545454545455,-1.7791129341459122
ADANIPOWER.NS,23,23,18.945602172138827,2.744916524286515,81.78260869565217,16.20068564785231
ACC.NS,30,29,-0.14491934913656312,2.4198100423127054,57.1,-2.5647293914492684
CUMMINSIND.NS,22,21,8.53264921982524,2.558259592600842,86.72727272727273,5.974389627224398
JINDALSTEL.NS,22,22,9.72830362456155,4.024189488455182,91.63636363636364,5.704114136106368
ASHOKLEY.NS,22,22,7.129290038080933,1.879369146091259,83.4090909090909,5.2499208919896745
TIINDIA.NS,22,21,8.342624785971415,5.545366631348953,85.0909090909091,2.7972581546224617
MUTHOOTFIN.NS,24,23,5.729839856173687,7.270129341950708,89.29166666666667,-1.5402894857770209
HINDZINC.NS,28,28,2.695910781722899,4.056508953858432,62.07142857142857,-1.3605981721355334
360ONE.NS,19,18,5.215434960591345,4.756549163171611,77.78947368421052,0.45888579741973423
GMRAIRPORT.NS,26,25,3.340160536565556,5.527340963984918,73.3076923076923,-2.1871804274193622
JSWENERGY.NS,26,25,19.64466921079936,2.190313738229119,74.96153846153847,17.454355472570242
DIXON.NS,17,16,33.89945554828961,0.16823426990273127,116.17647058823529,33.731221278386876
INDIGO.NS,20,20,6.453015477610198,5.586596847368692,104.7,0.8664186302415064
M&MFIN.NS,27,27,0.11727935878451937,4.744688514131388,73.66666666666667,-4.627409155346869
SUZLON.NS,16,15,33.664471901826076,-6.976479154546959,91.8125,40.640951056373034
PREMIERENE.NS,4,4,-5.273942204061782,4.808833069168953,54.5,-10.082775273230734
WAAREEENER.NS,2,2,21.510885762590753,-9.582793739503506,115.0,31.09367950209426
BIOCON.NS,27,26,0.02585741493959828,4.322575194338682,61.592592592592595,-4.296717779399083
PATANJALI.NS,25,25,14.086765359552647,31.69687960880269,55.76,-17.610114249250042
POWERINDIA.NS,15,15,17.986697972302622,11.264662360512814,104.13333333333334,6.722035611789808
